Nombre de pièces,2010,%,2015,%,2021,%,code_insee,Ville
4 pièces,2 491,"24,2",2 457,"23,3",2 365,"20,7",59017,armentieres
5 pièces ou plus,4 610,"44,8",4 374,"41,4",4 438,"38,8",59017,armentieres
Ensemble,15 098,"100,0",15 802,"100,0",16 114,"100,0",59122,cambrai
1 pièce,967,"6,4",1 229,"7,8",1 328,"8,2",59122,cambrai
2 pièces,2 259,"15,0",2 245,"14,2",2 744,"17,0",59122,cambrai
3 pièces,2 722,"18,0",3 141,"19,9",3 142,"19,5",59122,cambrai
4 pièces,3 497,"23,2",3 567,"22,6",3 617,"22,4",59122,cambrai
5 pièces ou plus,5 653,"37,4",5 620,"35,6",5 282,"32,8",59122,cambrai
Ensemble,9 175,"100,0",9 269,"100,0",9 266,"100,0",59155,coudekerque-branche
1 pièce,171,"1,9",246,"2,7",177,"1,9",59155,coudekerque-branche
2 pièces,532,"5,8",559,"6,0",596,"6,4",59155,coudekerque-branche
3 pièces,1 169,"12,7",1 244,"13,4",1 266,"13,7",59155,coudekerque-branche
4 pièces,2 638,"28,8",2 759,"29,8",2 722,"29,4",59155,coudekerque-branche
5 pièces ou plus,4 665,"50,8",4 461,"48,1",4 504,"48,6",59155,coudekerque-branche
Ensemble,8 846,"100,0",9 442,"100,0",9 608,"100,0",59163,croix
1 pièce,333,"3,8",607,"6,4",544,"5,7",59163,croix
2 pièces,1 264,"14,3",1 242,"13,2",1 579,"16,4",59163,croix
3 pièces,1 620,"18,3",1 772,"18,8",1 836,"19,1",59163,croix
4 pièces,1 993,"22,5",2 155,"22,8",2 153,"22,4",59163,croix
5 pièces ou plus,3 637,"41,1",3 665,"38,8",3 495,"36,4",59163,croix
Ensemble,7 559,"100,0",7 654,"100,0",7 911,"100,0",59172,denain
1 pièce,198,"2,6",206,"2,7",146,"1,8",59172,denain
2 pièces,712,"9,4",807,"10,5",840,"10,6",59172,denain
3 pièces,988,"13,1",1 176,"15,4",1 201,"15,2",59172,denain
4 pièces,2 156,"28,5",2 225,"29,1",2 227,"28,2",59172,denain
5 pièces ou plus,3 505,"46,4",3 240,"42,3",3 497,"44,2",59172,denain
Ensemble,18 129,"100,0",17 920,"100,0",18 301,"100,0",59178,douai
1 pièce,1 061,"5,9",1 271,"7,1",1 285,"7,0",59178,douai
2 pièces,2 616,"14,4",2 982,"16,6",3 218,"17,6",59178,douai
3 pièces,3 704,"20,4",3 657,"20,4",4 010,"21,9",59178,douai
4 pièces,4 196,"23,1",4 032,"22,5",3 966,"21,7",59178,douai
5 pièces ou plus,6 552,"36,1",5 978,"33,4",5 822,"31,8",59178,douai
Ensemble,41 092,"100,0",41 195,"100,0",41 989,"100,0",59183,dunkerque
1 pièce,1 553,"3,8",1 922,"4,7",1 669,"4,0",59183,dunkerque
2 pièces,5 220,"12,7",5 387,"13,1",5 400,"12,9",59183,dunkerque
3 pièces,9 085,"22,1",9 147,"22,2",9 221,"22,0",59183,dunkerque
4 pièces,10 981,"26,7",10 430,"25,3",10 496,"25,0",59183,dunkerque
5 pièces ou plus,14 254,"34,7",14 308,"34,7",15 203,"36,2",59183,dunkerque
Ensemble,7 578,"100,0",8 042,"100,0",7 821,"100,0",59271,grande-synthe
1 pièce,112,"1,5",86,"1,1",140,"1,8",59271,grande-synthe
2 pièces,469,"6,2",524,"6,5",535,"6,8",59271,grande-synthe
3 pièces,1 390,"18,3",1 361,"16,9",1 484,"19,0",59271,grande-synthe
4 pièces,2 531,"33,4",2 578,"32,1",2 488,"31,8",59271,grande-synthe
5 pièces ou plus,3 077,"40,6",3 493,"43,4",3 174,"40,6",59271,grande-synthe
Ensemble,7 603,"100,0",7 973,"100,0",8 367,"100,0",59279,halluin
1 pièce,73,"1,0",184,"2,3",298,"3,6",59279,halluin
2 pièces,591,"7,8",736,"9,2",801,"9,6",59279,halluin
3 pièces,1 138,"15,0",1 160,"14,6",1 395,"16,7",59279,halluin
4 pièces,1 882,"24,7",1 837,"23,0",1 975,"23,6",59279,halluin
5 pièces ou plus,3 918,"51,5",4 055,"50,9",3 898,"46,6",59279,halluin
Ensemble,8 962,"100,0",9 250,"100,0",9 696,"100,0",59295,hazebrouck
1 pièce,284,"3,2",195,"2,1",218,"2,2",59295,hazebrouck
2 pièces,903,"10,1",849,"9,2",864,"8,9",59295,hazebrouck
3 pièces,1 174,"13,1",1 449,"15,7",1 628,"16,8",59295,hazebrouck
4 pièces,2 025,"22,6",2 450,"26,5",2 346,"24,2",59295,hazebrouck
5 pièces ou plus,4 577,"51,1",4 306,"46,6",4 640,"47,9",59295,hazebrouck
Ensemble,12 183,"100,0",12 481,"100,0",12 500,"100,0",59328,lambersart
1 pièce,531,"4,4",665,"5,3",584,"4,7",59328,lambersart
2 pièces,1 383,"11,4",1 506,"12,1",1 487,"11,9",59328,lambersart
3 pièces,1 755,"14,4",2 009,"16,1",1 927,"15,4",59328,lambersart
4 pièces,2 724,"22,4",2 812,"22,5",2 878,"23,0",59328,lambersart
5 pièces ou plus,5 790,"47,5",5 489,"44,0",5 625,"45,0",59328,lambersart
Ensemble,116 226,"100,0",121 332,"100,0",126 021,"100,0",59350,lille
1 pièce,22 492,"19,4",23 786,"19,6",22 845,"18,1",59350,lille
2 pièces,29 897,"25,7",31 228,"25,7",33 991,"27,0",59350,lille
3 pièces,24 939,"21,5",27 231,"22,4",27 477,"21,8",59350,lille
4 pièces,17 610,"15,2",17 915,"14,8",19 321,"15,3",59350,lille
5 pièces ou plus,21 288,"18,3",21 173,"17,5",22 386,"17,8",59350,lille
Ensemble,9 025,"100,0",9 852,"100,0",10 881,"100,0",59360,loos
1 pièce,692,"7,7",931,"9,4",1 057,"9,7",59360,loos
2 pièces,1 597,"17,7",1 869,"19,0",2 071,"19,0",59360,loos
3 pièces,1 574,"17,4",1 991,"20,2",2 431,"22,3",59360,loos
4 pièces,2 176,"24,1",2 191,"22,2",2 394,"22,0",59360,loos
5 pièces ou plus,2 986,"33,1",2 871,"29,1",2 928,"26,9",59360,loos
Ensemble,11 014,"100,0",10 884,"100,0",11 480,"100,0",59368,la-madeleine
1 pièce,1 046,"9,5",991,"9,1",772,"6,7",59368,la-madeleine
2 pièces,2 258,"20,5",2 365,"21,7",2 601,"22,7",59368,la-madeleine
3 pièces,2 522,"22,9",2 358,"21,7",2 794,"24,3",59368,la-madeleine
4 pièces,1 985,"18,0",2 259,"20,8",2 180,"19,0",59368,la-madeleine
5 pièces ou plus,3 203,"29,1",2 911,"26,7",3 133,"27,3",59368,la-madeleine
Ensemble,17 007,"100,0",17 102,"100,0",17 835,"100,0",59378,marcq-en-baroeul
1 pièce,792,"4,7",616,"3,6",502,"2,8",59378,marcq-en-baroeul
2 pièces,1 777,"10,4",1 759,"10,3",2 347,"13,2",59378,marcq-en-baroeul
3 pièces,2 797,"16,4",3 070,"17,9",3 276,"18,4",59378,marcq-en-baroeul
4 pièces,3 899,"22,9",3 973,"23,2",4 046,"22,7",59378,marcq-en-baroeul
5 pièces ou plus,7 743,"45,5",7 684,"44,9",7 664,"43,0",59378,marcq-en-baroeul
Ensemble,12 399,"100,0",12 655,"100,0",12 592,"100,0",59392,maubeuge
1 pièce,430,"3,5",468,"3,7",442,"3,5",59392,maubeuge
2 pièces,1 064,"8,6",1 346,"10,6",1 139,"9,0",59392,maubeuge
3 pièces,2 369,"19,1",2 284,"18,0",2 219,"17,6",59392,maubeuge
4 pièces,3 692,"29,8",3 523,"27,8",3 520,"28,0",59392,maubeuge
5 pièces ou plus,4 844,"39,1",5 034,"39,8",5 271,"41,9",59392,maubeuge
Ensemble,8 953,"100,0",8 717,"100,0",9 074,"100,0",59410,mons-en-baroeul
1 pièce,425,"4,7",380,"4,4",419,"4,6",59410,mons-en-baroeul
2 pièces,996,"11,1",999,"11,5",1 280,"14,1",59410,mons-en-baroeul
3 pièces,1 874,"20,9",1 583,"18,2",1 960,"21,6",59410,mons-en-baroeul
4 pièces,2 342,"26,2",2 480,"28,5",2 256,"24,9",59410,mons-en-baroeul
5 pièces ou plus,3 317,"37,0",3 275,"37,6",3 160,"34,8",59410,mons-en-baroeul
Ensemble,35 256,"100,0",35 823,"100,0",38 176,"100,0",59512,roubaix
1 pièce,2 425,"6,9",2 691,"7,5",2 927,"7,7",59512,roubaix
2 pièces,4 854,"13,8",5 452,"15,2",6 519,"17,1",59512,roubaix
3 pièces,7 340,"20,8",7 859,"21,9",8 584,"22,5",59512,roubaix
4 pièces,7 512,"21,3",7 345,"20,5",7 694,"20,2",59512,roubaix
5 pièces ou plus,13 124,"37,2",12 476,"34,8",12 453,"32,6",59512,roubaix
Ensemble,36 243,"100,0",38 265,"100,0",40 987,"100,0",59599,tourcoing
1 pièce,1 472,"4,1",1 373,"3,6",1 569,"3,8",59599,tourcoing
2 pièces,4 008,"11,1",4 711,"12,3",5 838,"14,2",59599,tourcoing
3 pièces,6 354,"17,5",7 052,"18,4",8 193,"20,0",59599,tourcoing
4 pièces,8 349,"23,0",8 692,"22,7",9 460,"23,1",59599,tourcoing
5 pièces ou plus,16 059,"44,3",16 436,"43,0",15 928,"38,9",59599,tourcoing
Ensemble,21 383,"100,0",22 023,"100,0",22 187,"100,0",59606,valenciennes
1 pièce,2 678,"12,5",2 803,"12,7",2 766,"12,5",59606,valenciennes
2 pièces,3 881,"18,1",4 345,"19,7",4 667,"21,0",59606,valenciennes
3 pièces,4 170,"19,5",4 739,"21,5",4 403,"19,8",59606,valenciennes
4 pièces,4 544,"21,2",4 117,"18,7",4 255,"19,2",59606,valenciennes
5 pièces ou plus,6 111,"28,6",6 018,"27,3",6 096,"27,5",59606,valenciennes
Ensemble,8 043,"100,0",8 772,"100,0",9 435,"100,0",59646,wasquehal
1 pièce,293,"3,6",311,"3,5",354,"3,8",59646,wasquehal
2 pièces,672,"8,4",991,"11,3",1 390,"14,7",59646,wasquehal
3 pièces,1 156,"14,4",1 340,"15,3",1 609,"17,1",59646,wasquehal
4 pièces,1 879,"23,4",1 986,"22,6",2 188,"23,2",59646,wasquehal
5 pièces ou plus,4 041,"50,3",4 144,"47,2",3 894,"41,3",59646,wasquehal
Ensemble,15 939,"100,0",16 412,"100,0",16 930,"100,0",59650,wattrelos
1 pièce,182,"1,1",307,"1,9",310,"1,8",59650,wattrelos
2 pièces,1 174,"7,4",1 572,"9,6",1 493,"8,8",59650,wattrelos
3 pièces,2 314,"14,5",2 622,"16,0",3 086,"18,2",59650,wattrelos
4 pièces,4 542,"28,5",4 813,"29,3",5 172,"30,6",59650,wattrelos
5 pièces ou plus,7 728,"48,5",7 098,"43,2",6 869,"40,6",59650,wattrelos
Ensemble,23 498,"100,0",24 609,"100,0",25 863,"100,0",60057,beauvais
1 pièce,1 843,"7,8",1 820,"7,4",2 027,"7,8",60057,beauvais
2 pièces,3 265,"13,9",4 133,"16,8",4 623,"17,9",60057,beauvais
3 pièces,6 161,"26,2",6 659,"27,1",6 968,"26,9",60057,beauvais
4 pièces,6 782,"28,9",6 534,"26,6",6 266,"24,2",60057,beauvais
5 pièces ou plus,5 447,"23,2",5 462,"22,2",5 979,"23,1",60057,beauvais
Ensemble,18 906,"100,0",19 356,"100,0",19 567,"100,0",60159,compiegne
1 pièce,2 561,"13,5",2 856,"14,8",2 530,"12,9",60159,compiegne
2 pièces,3 179,"16,8",3 306,"17,1",3 133,"16,0",60159,compiegne
3 pièces,4 868,"25,7",5 224,"27,0",5 151,"26,3",60159,compiegne
4 pièces,4 358,"23,1",4 059,"21,0",4 430,"22,6",60159,compiegne
5 pièces ou plus,3 940,"20,8",3 910,"20,2",4 322,"22,1",60159,compiegne
Ensemble,12 429,"100,0",12 650,"100,0",13 064,"100,0",60175,creil
1 pièce,982,"7,9",1 025,"8,1",1 262,"9,7",60175,creil
2 pièces,2 199,"17,7",2 002,"15,8",2 252,"17,2",60175,creil
3 pièces,4 099,"33,0",4 020,"31,8",4 205,"32,2",60175,creil
4 pièces,3 375,"27,2",3 636,"28,7",3 520,"26,9",60175,creil
5 pièces ou plus,1 773,"14,3",1 968,"15,6",1 825,"14,0",60175,creil
Ensemble,6 928,"100,0",7 104,"100,0",8 043,"100,0",60463,nogent-sur-oise
1 pièce,462,"6,7",338,"4,8",537,"6,7",60463,nogent-sur-oise
2 pièces,654,"9,4",947,"13,3",1 021,"12,7",60463,nogent-sur-oise
3 pièces,1 926,"27,8",1 897,"26,7",2 192,"27,3",60463,nogent-sur-oise
4 pièces,2 123,"30,7",2 102,"29,6",2 318,"28,8",60463,nogent-sur-oise
5 pièces ou plus,1 762,"25,4",1 819,"25,6",1 975,"24,6",60463,nogent-sur-oise
Ensemble,13 276,"100,0",13 051,"100,0",13 476,"100,0",61001,alencon
1 pièce,1 120,"8,4",925,"7,1",941,"7,0",61001,alencon
2 pièces,2 338,"17,6",2 305,"17,7",2 747,"20,4",61001,alencon
3 pièces,3 505,"26,4",3 655,"28,0",3 802,"28,2",61001,alencon
4 pièces,3 365,"25,3",3 273,"25,1",3 190,"23,7",61001,alencon
5 pièces ou plus,2 948,"22,2",2 894,"22,2",2 795,"20,7",61001,alencon
Ensemble,20 356,"100,0",20 135,"100,0",21 329,"100,0",62041,arras
1 pièce,1 791,"8,8",1 751,"8,7",1 826,"8,6",62041,arras
2 pièces,4 012,"19,7",3 846,"19,1",4 152,"19,5",62041,arras
3 pièces,4 672,"23,0",4 945,"24,6",5 155,"24,2",62041,arras
4 pièces,4 189,"20,6",4 123,"20,5",4 327,"20,3",62041,arras
5 pièces ou plus,5 691,"28,0",5 469,"27,2",5 868,"27,5",62041,arras
Ensemble,11 960,"100,0",12 155,"100,0",12 353,"100,0",62119,bethune
1 pièce,821,"6,9",987,"8,1",925,"7,5",62119,bethune
2 pièces,1 769,"14,8",1 764,"14,5",1 676,"13,6",62119,bethune
3 pièces,2 838,"23,7",3 011,"24,8",3 024,"24,5",62119,bethune
4 pièces,2 877,"24,1",2 935,"24,1",2 957,"23,9",62119,bethune
5 pièces ou plus,3 656,"30,6",3 458,"28,4",3 772,"30,5",62119,bethune
Ensemble,19 927,"100,0",20 023,"100,0",20 591,"100,0",62160,boulogne-sur-mer
1 pièce,1 586,"8,0",1 515,"7,6",1 818,"8,8",62160,boulogne-sur-mer
2 pièces,3 619,"18,2",3 744,"18,7",3 931,"19,1",62160,boulogne-sur-mer
3 pièces,5 166,"25,9",5 107,"25,5",5 319,"25,8",62160,boulogne-sur-mer
4 pièces,4 788,"24,0",4 901,"24,5",4 780,"23,2",62160,boulogne-sur-mer
5 pièces ou plus,4 768,"23,9",4 756,"23,8",4 743,"23,0",62160,boulogne-sur-mer
Ensemble,10 235,"100,0",9 798,"100,0",9 783,"100,0",62178,bruay-la-buissiere
1 pièce,296,"2,9",328,"3,3",423,"4,3",62178,bruay-la-buissiere
2 pièces,895,"8,7",904,"9,2",757,"7,7",62178,bruay-la-buissiere
3 pièces,2 604,"25,4",2 561,"26,1",2 041,"20,9",62178,bruay-la-buissiere
4 pièces,3 230,"31,6",2 971,"30,3",3 070,"31,4",62178,bruay-la-buissiere
5 pièces ou plus,3 211,"31,4",3 034,"31,0",3 493,"35,7",62178,bruay-la-buissiere
Ensemble,31 741,"100,0",32 110,"100,0",31 949,"100,0",62193,calais
1 pièce,1 756,"5,5",2 147,"6,7",1 849,"5,8",62193,calais
2 pièces,3 817,"12,0",3 850,"12,0",4 088,"12,8",62193,calais
3 pièces,6 085,"19,2",6 936,"21,6",6 729,"21,1",62193,calais
4 pièces,8 110,"25,6",7 990,"24,9",7 745,"24,2",62193,calais
5 pièces ou plus,11 973,"37,7",11 186,"34,8",11 539,"36,1",62193,calais
Ensemble,10 778,"100,0",11 033,"100,0",11 311,"100,0",62427,henin-beaumont
1 pièce,239,"2,2",268,"2,4",221,"2,0",62427,henin-beaumont
2 pièces,999,"9,3",1 169,"10,6",1 288,"11,4",62427,henin-beaumont
3 pièces,1 668,"15,5",1 940,"17,6",1 839,"16,3",62427,henin-beaumont
4 pièces,3 137,"29,1",3 005,"27,2",2 858,"25,3",62427,henin-beaumont
5 pièces ou plus,4 735,"43,9",4 651,"42,2",5 106,"45,1",62427,henin-beaumont
Ensemble,15 249,"100,0",13 809,"100,0",15 531,"100,0",62498,lens
1 pièce,728,"4,8",606,"4,4",845,"5,4",62498,lens
2 pièces,1 880,"12,3",1 675,"12,1",2 167,"14,0",62498,lens
3 pièces,3 584,"23,5",2 883,"20,9",3 757,"24,2",62498,lens
4 pièces,3 949,"25,9",3 642,"26,4",3 779,"24,3",62498,lens
5 pièces ou plus,5 109,"33,5",5 003,"36,2",4 982,"32,1",62498,lens
Ensemble,12 778,"100,0",12 784,"100,0",12 919,"100,0",62510,lievin
1 pièce,250,"2,0",268,"2,1",241,"1,9",62510,lievin
2 pièces,1 227,"9,6",1 041,"8,1",966,"7,5",62510,lievin
3 pièces,2 665,"20,9",2 595,"20,3",2 385,"18,5",62510,lievin
4 pièces,4 503,"35,2",4 421,"34,6",4 243,"32,8",62510,lievin
5 pièces ou plus,4 134,"32,4",4 459,"34,9",5 083,"39,3",62510,lievin
Ensemble,74 614,"100,0",76 438,"100,0",80 150,"100,0",63113,clermont-ferrand
1 pièce,10 871,"14,6",11 061,"14,5",11 921,"14,9",63113,clermont-ferrand
2 pièces,13 420,"18,0",14 535,"19,0",15 238,"19,0",63113,clermont-ferrand
3 pièces,20 569,"27,6",20 877,"27,3",22 087,"27,6",63113,clermont-ferrand
4 pièces,17 753,"23,8",17 524,"22,9",17 831,"22,2",63113,clermont-ferrand
5 pièces ou plus,12 002,"16,1",12 440,"16,3",13 073,"16,3",63113,clermont-ferrand
Ensemble,8 519,"100,0",8 956,"100,0",9 455,"100,0",63124,cournon-d-auvergne
1 pièce,179,"2,1",148,"1,7",148,"1,6",63124,cournon-d-auvergne
2 pièces,469,"5,5",610,"6,8",652,"6,9",63124,cournon-d-auvergne
3 pièces,1 468,"17,2",1 594,"17,8",1 834,"19,4",63124,cournon-d-auvergne
4 pièces,3 350,"39,3",3 307,"36,9",3 277,"34,7",63124,cournon-d-auvergne
5 pièces ou plus,3 053,"35,8",3 298,"36,8",3 545,"37,5",63124,cournon-d-auvergne
Ensemble,18 964,"100,0",19 848,"100,0",22 174,"100,0",64024,anglet
1 pièce,956,"5,0",1 230,"6,2",1 385,"6,2",64024,anglet
2 pièces,3 126,"16,5",3 400,"17,1",4 480,"20,2",64024,anglet
3 pièces,5 302,"28,0",5 403,"27,2",5 822,"26,3",64024,anglet
4 pièces,5 296,"27,9",5 215,"26,3",5 209,"23,5",64024,anglet
5 pièces ou plus,4 284,"22,6",4 600,"23,2",5 277,"23,8",64024,anglet
Ensemble,23 104,"100,0",25 817,"100,0",29 119,"100,0",64102,bayonne
1 pièce,1 646,"7,1",2 036,"7,9",2 082,"7,1",64102,bayonne
2 pièces,5 304,"23,0",6 042,"23,4",7 823,"26,9",64102,bayonne
3 pièces,7 584,"32,8",8 454,"32,7",9 317,"32,0",64102,bayonne
4 pièces,5 372,"23,3",6 009,"23,3",6 028,"20,7",64102,bayonne
5 pièces ou plus,3 198,"13,8",3 276,"12,7",3 870,"13,3",64102,bayonne
Ensemble,14 085,"100,0",13 881,"100,0",14 943,"100,0",64122,biarritz
1 pièce,1 147,"8,1",952,"6,9",1 253,"8,4",64122,biarritz
2 pièces,2 881,"20,5",2 823,"20,3",3 109,"20,8",64122,biarritz
3 pièces,4 034,"28,6",3 919,"28,2",3 908,"26,2",64122,biarritz
4 pièces,3 130,"22,2",3 086,"22,2",3 221,"21,6",64122,biarritz
5 pièces ou plus,2 894,"20,5",3 100,"22,3",3 452,"23,1",64122,biarritz
Ensemble,43 044,"100,0",42 545,"100,0",43 755,"100,0",64445,pau
1 pièce,5 906,"13,7",5 533,"13,0",5 478,"12,5",64445,pau
2 pièces,7 978,"18,5",8 561,"20,1",9 064,"20,7",64445,pau
3 pièces,10 568,"24,6",11 563,"27,2",11 856,"27,1",64445,pau
4 pièces,9 902,"23,0",8 939,"21,0",9 367,"21,4",64445,pau
5 pièces ou plus,8 690,"20,2",7 950,"18,7",7 990,"18,3",64445,pau
Ensemble,23 498,"100,0",22 981,"100,0",25 029,"100,0",65440,tarbes
1 pièce,1 931,"8,2",1 913,"8,3",2 105,"8,4",65440,tarbes
2 pièces,3 931,"16,7",3 594,"15,6",4 494,"18,0",65440,tarbes
3 pièces,6 662,"28,4",7 089,"30,8",8 146,"32,5",65440,tarbes
4 pièces,6 408,"27,3",5 787,"25,2",5 913,"23,6",65440,tarbes
5 pièces ou plus,4 566,"19,4",4 598,"20,0",4 371,"17,5",65440,tarbes
Ensemble,56 588,"100,0",58 868,"100,0",59 407,"100,0",66136,perpignan
1 pièce,3 162,"5,6",3 718,"6,3",3 862,"6,5",66136,perpignan
2 pièces,9 711,"17,2",10 437,"17,7",10 879,"18,3",66136,perpignan
3 pièces,18 494,"32,7",18 258,"31,0",18 089,"30,4",66136,perpignan
4 pièces,15 239,"26,9",15 850,"26,9",15 611,"26,3",66136,perpignan
5 pièces ou plus,9 982,"17,6",10 605,"18,0",10 965,"18,5",66136,perpignan
Ensemble,14 626,"100,0",15 150,"100,0",16 755,"100,0",67180,haguenau
1 pièce,670,"4,6",562,"3,7",1 139,"6,8",67180,haguenau
2 pièces,1 993,"13,6",2 310,"15,2",2 532,"15,1",67180,haguenau
3 pièces,3 357,"23,0",3 904,"25,8",4 342,"25,9",67180,haguenau
4 pièces,3 231,"22,1",3 350,"22,1",3 382,"20,2",67180,haguenau
5 pièces ou plus,5 374,"36,7",5 025,"33,2",5 359,"32,0",67180,haguenau
Ensemble,12 757,"100,0",12 738,"100,0",13 322,"100,0",67218,illkirch-graffenstaden
1 pièce,1 769,"13,9",1 480,"11,6",1 302,"9,8",67218,illkirch-graffenstaden
2 pièces,1 952,"15,3",1 813,"14,2",2 398,"18,0",67218,illkirch-graffenstaden
3 pièces,3 128,"24,5",3 302,"25,9",3 606,"27,1",67218,illkirch-graffenstaden
4 pièces,2 701,"21,2",2 986,"23,4",3 052,"22,9",67218,illkirch-graffenstaden
5 pièces ou plus,3 207,"25,1",3 156,"24,8",2 964,"22,2",67218,illkirch-graffenstaden
Ensemble,7 315,"100,0",7 861,"100,0",9 138,"100,0",67267,lingolsheim
1 pièce,344,"4,7",281,"3,6",349,"3,8",67267,lingolsheim
2 pièces,1 003,"13,7",1 143,"14,5",1 512,"16,5",67267,lingolsheim
3 pièces,1 865,"25,5",1 901,"24,2",2 603,"28,5",67267,lingolsheim
4 pièces,1 741,"23,8",2 138,"27,2",2 221,"24,3",67267,lingolsheim
5 pièces ou plus,2 363,"32,3",2 399,"30,5",2 454,"26,9",67267,lingolsheim
Ensemble,14 342,"100,0",14 538,"100,0",15 840,"100,0",67447,schiltigheim
1 pièce,954,"6,6",870,"6,0",1 098,"6,9",67447,schiltigheim
2 pièces,2 996,"20,9",2 744,"18,9",3 397,"21,4",67447,schiltigheim
3 pièces,4 889,"34,1",5 228,"36,0",5 326,"33,6",67447,schiltigheim
4 pièces,3 369,"23,5",3 669,"25,2",3 780,"23,9",67447,schiltigheim
5 pièces ou plus,2 134,"14,9",2 026,"13,9",2 239,"14,1",67447,schiltigheim
Ensemble,128 279,"100,0",131 105,"100,0",140 393,"100,0",67482,strasbourg
1 pièce,18 733,"14,6",18 753,"14,3",20 642,"14,7",67482,strasbourg
2 pièces,25 169,"19,6",27 120,"20,7",29 517,"21,0",67482,strasbourg
3 pièces,37 087,"28,9",38 316,"29,2",40 931,"29,2",67482,strasbourg
4 pièces,26 759,"20,9",26 752,"20,4",28 676,"20,4",67482,strasbourg
5 pièces ou plus,20 531,"16,0",20 165,"15,4",20 628,"14,7",67482,strasbourg
Ensemble,30 488,"100,0",32 002,"100,0",32 649,"100,0",68066,colmar
1 pièce,1 769,"5,8",1 737,"5,4",1 888,"5,8",68066,colmar
2 pièces,5 560,"18,2",5 167,"16,1",6 131,"18,8",68066,colmar
3 pièces,8 991,"29,5",10 445,"32,6",10 299,"31,5",68066,colmar
4 pièces,7 648,"25,1",8 515,"26,6",7 984,"24,5",68066,colmar
5 pièces ou plus,6 520,"21,4",6 138,"19,2",6 347,"19,4",68066,colmar
Ensemble,47 198,"100,0",47 754,"100,0",47 917,"100,0",68224,mulhouse
1 pièce,3 445,"7,3",3 302,"6,9",3 830,"8,0",68224,mulhouse
2 pièces,8 677,"18,4",9 352,"19,6",9 539,"19,9",68224,mulhouse
3 pièces,14 671,"31,1",14 662,"30,7",14 615,"30,5",68224,mulhouse
4 pièces,11 565,"24,5",11 837,"24,8",11 329,"23,6",68224,mulhouse
5 pièces ou plus,8 839,"18,7",8 602,"18,0",8 604,"18,0",68224,mulhouse
Ensemble,9 182,"100,0",9 363,"100,0",10 408,"100,0",68297,saint-louis
1 pièce,557,"6,1",516,"5,5",562,"5,4",68297,saint-louis
2 pièces,1 477,"16,1",1 753,"18,7",1 704,"16,4",68297,saint-louis
3 pièces,2 467,"26,9",2 592,"27,7",3 323,"31,9",68297,saint-louis
4 pièces,2 419,"26,3",2 403,"25,7",2 535,"24,4",68297,saint-louis
5 pièces ou plus,2 261,"24,6",2 100,"22,4",2 284,"21,9",68297,saint-louis
Ensemble,16 071,"100,0",17 089,"100,0",18 371,"100,0",69029,bron
1 pièce,1 181,"7,3",1 423,"8,3",1 778,"9,7",69029,bron
2 pièces,2 090,"13,0",2 464,"14,4",2 947,"16,0",69029,bron
3 pièces,4 485,"27,9",4 606,"27,0",5 155,"28,1",69029,bron
4 pièces,4 803,"29,9",4 886,"28,6",4 998,"27,2",69029,bron
