Nombre d'enfants,2010,%,2015,%.1,2021,%.2,code_insee,Ville
2 enfants,4140,"18,3",3770,"16,8",3833,"17,5",84007,avignon
3 enfants,1880,"8,3",2116,"9,4",2225,"10,1",84007,avignon
4 enfants ou plus,888,"3,9",1002,"4,5",1149,"5,2",84007,avignon
Ensemble,7771,"100,0",7761,"100,0",8545,"100,0",84031,carpentras
Aucun enfant,3546,"45,6",3808,"49,1",4268,"49,9",84031,carpentras
1 enfant,1834,"23,6",1759,"22,7",1805,"21,1",84031,carpentras
2 enfants,1501,"19,3",1284,"16,5",1448,"17,0",84031,carpentras
3 enfants,589,"7,6",614,"7,9",574,"6,7",84031,carpentras
4 enfants ou plus,301,"3,9",297,"3,8",449,"5,3",84031,carpentras
Ensemble,6759,"100,0",7197,"100,0",6854,"100,0",84035,cavaillon
Aucun enfant,3022,"44,7",3340,"46,4",3332,"48,6",84035,cavaillon
1 enfant,1803,"26,7",1791,"24,9",1570,"22,9",84035,cavaillon
2 enfants,1247,"18,5",1287,"17,9",1155,"16,9",84035,cavaillon
3 enfants,506,"7,5",524,"7,3",585,"8,5",84035,cavaillon
4 enfants ou plus,181,"2,7",255,"3,5",211,"3,1",84035,cavaillon
Ensemble,7676,"100,0",7959,"100,0",7648,"100,0",84087,orange
Aucun enfant,3571,"46,5",3793,"47,7",3803,"49,7",84087,orange
1 enfant,1762,"23,0",1859,"23,4",1748,"22,9",84087,orange
2 enfants,1418,"18,5",1461,"18,4",1279,"16,7",84087,orange
3 enfants,678,"8,8",629,"7,9",526,"6,9",84087,orange
4 enfants ou plus,247,"3,2",218,"2,7",292,"3,8",84087,orange
Ensemble,5496,"100,0",5554,"100,0",5860,"100,0",84089,pertuis
Aucun enfant,2680,"48,8",2717,"48,9",3018,"51,5",84089,pertuis
1 enfant,1301,"23,7",1270,"22,9",1449,"24,7",84089,pertuis
2 enfants,1061,"19,3",1169,"21,1",988,"16,9",84089,pertuis
3 enfants,367,"6,7",311,"5,6",311,"5,3",84089,pertuis
4 enfants ou plus,86,"1,6",86,"1,6",93,"1,6",84089,pertuis
Ensemble,5568,"100,0",5958,"100,0",6778,"100,0",85047,challans
Aucun enfant,3255,"58,5",3372,"56,6",4056,"59,8",85047,challans
1 enfant,967,"17,4",1051,"17,6",1139,"16,8",85047,challans
2 enfants,943,"16,9",1087,"18,3",1178,"17,4",85047,challans
3 enfants,344,"6,2",360,"6,0",303,"4,5",85047,challans
4 enfants ou plus,60,"1,1",89,"1,5",102,"1,5",85047,challans
Ensemble,5330,"100,0",5594,"100,0",6371,"100,0",85146,montaigu-vendee
Aucun enfant,2439,"45,8",2586,"46,2",3080,"48,3",85146,montaigu-vendee
1 enfant,1016,"19,1",1109,"19,8",1210,"19,0",85146,montaigu-vendee
2 enfants,1261,"23,7",1295,"23,2",1550,"24,3",85146,montaigu-vendee
3 enfants,525,"9,9",479,"8,6",396,"6,2",85146,montaigu-vendee
4 enfants ou plus,89,"1,7",125,"2,2",135,"2,1",85146,montaigu-vendee
Ensemble,13458,"100,0",13620,"100,0",13864,"100,0",85191,la-roche-sur-yon
Aucun enfant,7089,"52,7",7034,"51,6",7396,"53,3",85191,la-roche-sur-yon
1 enfant,2767,"20,6",3010,"22,1",2852,"20,6",85191,la-roche-sur-yon
2 enfants,2267,"16,8",2426,"17,8",2426,"17,5",85191,la-roche-sur-yon
3 enfants,1003,"7,5",895,"6,6",899,"6,5",85191,la-roche-sur-yon
4 enfants ou plus,333,"2,5",254,"1,9",291,"2,1",85191,la-roche-sur-yon
Ensemble,12432,"100,0",12518,"100,0",14590,"100,0",85194,les-sables-d-olonne
Aucun enfant,8159,"65,6",8245,"65,9",9921,"68,0",85194,les-sables-d-olonne
1 enfant,1995,"16,1",2015,"16,1",2374,"16,3",85194,les-sables-d-olonne
2 enfants,1667,"13,4",1637,"13,1",1779,"12,2",85194,les-sables-d-olonne
3 enfants,452,"3,6",517,"4,1",425,"2,9",85194,les-sables-d-olonne
4 enfants ou plus,159,"1,3",104,"0,8",91,"0,6",85194,les-sables-d-olonne
Ensemble,8802,"100,0",8601,"100,0",8257,"100,0",86066,chatellerault
Aucun enfant,4887,"55,5",4772,"55,5",4453,"53,9",86066,chatellerault
1 enfant,1615,"18,3",1708,"19,9",1785,"21,6",86066,chatellerault
2 enfants,1385,"15,7",1262,"14,7",1215,"14,7",86066,chatellerault
3 enfants,600,"6,8",599,"7,0",520,"6,3",86066,chatellerault
4 enfants ou plus,315,"3,6",260,"3,0",285,"3,4",86066,chatellerault
Ensemble,19042,"100,0",18501,"100,0",18253,"100,0",86194,poitiers
Aucun enfant,9970,"52,4",9445,"51,1",8822,"48,3",86194,poitiers
1 enfant,4455,"23,4",4349,"23,5",4177,"22,9",86194,poitiers
2 enfants,2971,"15,6",2995,"16,2",3275,"17,9",86194,poitiers
3 enfants,1149,"6,0",1096,"5,9",1262,"6,9",86194,poitiers
4 enfants ou plus,496,"2,6",616,"3,3",716,"3,9",86194,poitiers
Ensemble,34377,"100,0",32015,"100,0",30024,"100,0",87085,limoges
Aucun enfant,18358,"53,4",16670,"52,1",15972,"53,2",87085,limoges
1 enfant,8389,"24,4",7726,"24,1",6738,"22,4",87085,limoges
2 enfants,5068,"14,7",5007,"15,6",4608,"15,3",87085,limoges
3 enfants,1700,"4,9",1763,"5,5",1698,"5,7",87085,limoges
4 enfants ou plus,863,"2,5",850,"2,7",1008,"3,4",87085,limoges
Ensemble,8173,"100,0",7757,"100,0",7707,"100,0",88160,epinal
Aucun enfant,4043,"49,5",3798,"49,0",3923,"50,9",88160,epinal
1 enfant,1931,"23,6",1741,"22,4",1704,"22,1",88160,epinal
2 enfants,1398,"17,1",1331,"17,2",1181,"15,3",88160,epinal
3 enfants,537,"6,6",615,"7,9",585,"7,6",88160,epinal
4 enfants ou plus,263,"3,2",271,"3,5",313,"4,1",88160,epinal
Ensemble,9275,"100,0",8518,"100,0",8388,"100,0",89024,auxerre
Aucun enfant,4719,"50,9",4140,"48,6",4229,"50,4",89024,auxerre
1 enfant,2298,"24,8",2100,"24,7",1936,"23,1",89024,auxerre
2 enfants,1449,"15,6",1423,"16,7",1365,"16,3",89024,auxerre
3 enfants,566,"6,1",628,"7,4",613,"7,3",89024,auxerre
4 enfants ou plus,243,"2,6",227,"2,7",246,"2,9",89024,auxerre
Ensemble,6477,"100,0",6464,"100,0",6630,"100,0",89387,sens
Aucun enfant,3289,"50,8",3102,"48,0",3054,"46,1",89387,sens
1 enfant,1516,"23,4",1542,"23,9",1401,"21,1",89387,sens
2 enfants,1031,"15,9",1020,"15,8",1236,"18,6",89387,sens
3 enfants,473,"7,3",572,"8,8",593,"8,9",89387,sens
4 enfants ou plus,168,"2,6",228,"3,5",346,"5,2",89387,sens
Ensemble,12271,"100,0",12159,"100,0",10675,"100,0",90010,belfort
Aucun enfant,5669,"46,2",5714,"47,0",4994,"46,8",90010,belfort
1 enfant,3146,"25,6",3044,"25,0",2593,"24,3",90010,belfort
2 enfants,2072,"16,9",1971,"16,2",1731,"16,2",90010,belfort
3 enfants,959,"7,8",1050,"8,6",893,"8,4",90010,belfort
4 enfants ou plus,426,"3,5",380,"3,1",465,"4,4",90010,belfort
Ensemble,8274,"100,0",8679,"100,0",9647,"100,0",91027,athis-mons
Aucun enfant,3309,"40,0",3449,"39,7",3661,"38,0",91027,athis-mons
1 enfant,2118,"25,6",2205,"25,4",2389,"24,8",91027,athis-mons
2 enfants,1818,"22,0",1975,"22,8",2191,"22,7",91027,athis-mons
3 enfants,729,"8,8",712,"8,2",986,"10,2",91027,athis-mons
4 enfants ou plus,299,"3,6",339,"3,9",420,"4,4",91027,athis-mons
Ensemble,6353,"100,0",7106,"100,0",7215,"100,0",91103,bretigny-sur-orge
Aucun enfant,2439,"38,4",2821,"39,7",2718,"37,7",91103,bretigny-sur-orge
1 enfant,1603,"25,2",1831,"25,8",1907,"26,4",91103,bretigny-sur-orge
2 enfants,1631,"25,7",1623,"22,8",1599,"22,2",91103,bretigny-sur-orge
3 enfants,514,"8,1",592,"8,3",739,"10,2",91103,bretigny-sur-orge
4 enfants ou plus,165,"2,6",239,"3,4",252,"3,5",91103,bretigny-sur-orge
Ensemble,7195,"100,0",7251,"100,0",7051,"100,0",91114,brunoy
Aucun enfant,3192,"44,4",2975,"41,0",3189,"45,2",91114,brunoy
1 enfant,1621,"22,5",1755,"24,2",1547,"21,9",91114,brunoy
2 enfants,1631,"22,7",1744,"24,1",1532,"21,7",91114,brunoy
3 enfants,585,"8,1",549,"7,6",556,"7,9",91114,brunoy
4 enfants ou plus,165,"2,3",227,"3,1",227,"3,2",91114,brunoy
Ensemble,10997,"100,0",12711,"100,0",13068,"100,0",91174,corbeil-essonnes
Aucun enfant,4133,"37,6",4764,"37,5",4678,"35,8",91174,corbeil-essonnes
1 enfant,2763,"25,1",3392,"26,7",3398,"26,0",91174,corbeil-essonnes
2 enfants,2405,"21,9",2573,"20,2",2666,"20,4",91174,corbeil-essonnes
3 enfants,1064,"9,7",1309,"10,3",1500,"11,5",91174,corbeil-essonnes
4 enfants ou plus,632,"5,7",674,"5,3",825,"6,3",91174,corbeil-essonnes
Ensemble,7760,"100,0",7867,"100,0",7914,"100,0",91201,draveil
Aucun enfant,3235,"41,7",3046,"38,7",3325,"42,0",91201,draveil
1 enfant,1810,"23,3",1766,"22,5",1892,"23,9",91201,draveil
2 enfants,1934,"24,9",2044,"26,0",1768,"22,3",91201,draveil
3 enfants,596,"7,7",760,"9,7",680,"8,6",91201,draveil
4 enfants ou plus,186,"2,4",250,"3,2",249,"3,1",91201,draveil
Ensemble,5857,"100,0",6097,"100,0",6535,"100,0",91223,etampes
Aucun enfant,2208,"37,7",2298,"37,7",2432,"37,2",91223,etampes
1 enfant,1576,"26,9",1507,"24,7",1471,"22,5",91223,etampes
2 enfants,1204,"20,6",1342,"22,0",1325,"20,3",91223,etampes
3 enfants,562,"9,6",631,"10,3",805,"12,3",91223,etampes
4 enfants ou plus,305,"5,2",320,"5,2",502,"7,7",91223,etampes
Ensemble,16000,"100,0",16190,"100,0",15648,"100,0",91228,evry-courcouronnes
Aucun enfant,4689,"29,3",5135,"31,7",5573,"35,6",91228,evry-courcouronnes
1 enfant,4554,"28,5",4351,"26,9",3792,"24,2",91228,evry-courcouronnes
2 enfants,3789,"23,7",3606,"22,3",3269,"20,9",91228,evry-courcouronnes
3 enfants,1910,"11,9",2002,"12,4",1859,"11,9",91228,evry-courcouronnes
4 enfants ou plus,1057,"6,6",1094,"6,8",1155,"7,4",91228,evry-courcouronnes
Ensemble,5817,"100,0",5907,"100,0",5769,"100,0",91272,gif-sur-yvette
Aucun enfant,2567,"44,1",2734,"46,3",2737,"47,4",91272,gif-sur-yvette
1 enfant,1308,"22,5",1204,"20,4",1205,"20,9",91272,gif-sur-yvette
2 enfants,1329,"22,8",1379,"23,4",1366,"23,7",91272,gif-sur-yvette
3 enfants,487,"8,4",512,"8,7",336,"5,8",91272,gif-sur-yvette
4 enfants ou plus,127,"2,2",76,"1,3",125,"2,2",91272,gif-sur-yvette
Ensemble,6448,"100,0",6516,"100,0",6560,"100,0",91286,grigny
Aucun enfant,1713,"26,6",1754,"26,9",1987,"30,3",91286,grigny
1 enfant,1602,"24,9",1584,"24,3",1345,"20,5",91286,grigny
2 enfants,1503,"23,3",1363,"20,9",1370,"20,9",91286,grigny
3 enfants,975,"15,1",1000,"15,3",1059,"16,1",91286,grigny
4 enfants ou plus,655,"10,2",815,"12,5",800,"12,2",91286,grigny
Ensemble,5804,"100,0",5899,"100,0",5463,"100,0",91345,longjumeau
Aucun enfant,2348,"40,4",2432,"41,2",2153,"39,4",91345,longjumeau
1 enfant,1378,"23,7",1394,"23,6",1409,"25,8",91345,longjumeau
2 enfants,1422,"24,5",1333,"22,6",1219,"22,3",91345,longjumeau
3 enfants,519,"8,9",506,"8,6",530,"9,7",91345,longjumeau
4 enfants ou plus,137,"2,4",233,"4,0",152,"2,8",91345,longjumeau
Ensemble,11095,"100,0",12563,"100,0",13067,"100,0",91377,massy
Aucun enfant,4509,"40,6",5362,"42,7",5491,"42,0",91377,massy
1 enfant,2896,"26,1",3090,"24,6",3359,"25,7",91377,massy
2 enfants,2393,"21,6",2664,"21,2",2708,"20,7",91377,massy
3 enfants,967,"8,7",973,"7,7",1052,"8,1",91377,massy
4 enfants ou plus,330,"3,0",474,"3,8",458,"3,5",91377,massy
Ensemble,6313,"100,0",6565,"100,0",6343,"100,0",91421,montgeron
Aucun enfant,2854,"45,2",2900,"44,2",2600,"41,0",91421,montgeron
1 enfant,1445,"22,9",1528,"23,3",1451,"22,9",91421,montgeron
2 enfants,1376,"21,8",1406,"21,4",1513,"23,9",91421,montgeron
3 enfants,477,"7,6",541,"8,2",588,"9,3",91421,montgeron
4 enfants ou plus,160,"2,5",190,"2,9",192,"3,0",91421,montgeron
Ensemble,5906,"100,0",6038,"100,0",5971,"100,0",91434,morsang-sur-orge
Aucun enfant,2471,"41,8",2326,"38,5",2183,"36,6",91434,morsang-sur-orge
1 enfant,1391,"23,6",1598,"26,5",1512,"25,3",91434,morsang-sur-orge
2 enfants,1480,"25,1",1469,"24,3",1480,"24,8",91434,morsang-sur-orge
3 enfants,395,"6,7",477,"7,9",576,"9,6",91434,morsang-sur-orge
4 enfants ou plus,168,"2,8",168,"2,8",220,"3,7",91434,morsang-sur-orge
Ensemble,8183,"100,0",8678,"100,0",8940,"100,0",91477,palaiseau
Aucun enfant,3625,"44,3",3651,"42,1",3803,"42,5",91477,palaiseau
1 enfant,1861,"22,7",2254,"26,0",2194,"24,5",91477,palaiseau
2 enfants,1873,"22,9",1994,"23,0",2061,"23,1",91477,palaiseau
3 enfants,661,"8,1",628,"7,2",678,"7,6",91477,palaiseau
4 enfants ou plus,162,"2,0",151,"1,7",204,"2,3",91477,palaiseau
Ensemble,7418,"100,0",7339,"100,0",7514,"100,0",91521,ris-orangis
Aucun enfant,2767,"37,3",2752,"37,5",2529,"33,7",91521,ris-orangis
1 enfant,1898,"25,6",1753,"23,9",1741,"23,2",91521,ris-orangis
2 enfants,1739,"23,4",1719,"23,4",1780,"23,7",91521,ris-orangis
3 enfants,764,"10,3",813,"11,1",913,"12,1",91521,ris-orangis
4 enfants ou plus,249,"3,4",300,"4,1",551,"7,3",91521,ris-orangis
Ensemble,9417,"100,0",9710,"100,0",9758,"100,0",91549,sainte-genevieve-des-bois
Aucun enfant,4168,"44,3",4142,"42,7",4248,"43,5",91549,sainte-genevieve-des-bois
1 enfant,2284,"24,3",2323,"23,9",2336,"23,9",91549,sainte-genevieve-des-bois
2 enfants,1949,"20,7",2040,"21,0",1931,"19,8",91549,sainte-genevieve-des-bois
3 enfants,728,"7,7",863,"8,9",852,"8,7",91549,sainte-genevieve-des-bois
4 enfants ou plus,288,"3,1",341,"3,5",391,"4,0",91549,sainte-genevieve-des-bois
Ensemble,5608,"100,0",5541,"100,0",5879,"100,0",91570,saint-michel-sur-orge
Aucun enfant,2286,"40,8",2195,"39,6",2288,"38,9",91570,saint-michel-sur-orge
1 enfant,1485,"26,5",1421,"25,6",1420,"24,2",91570,saint-michel-sur-orge
2 enfants,1242,"22,1",1317,"23,8",1346,"22,9",91570,saint-michel-sur-orge
3 enfants,412,"7,4",445,"8,0",524,"8,9",91570,saint-michel-sur-orge
4 enfants ou plus,183,"3,3",163,"3,0",301,"5,1",91570,saint-michel-sur-orge
Ensemble,10212,"100,0",10104,"100,0",10253,"100,0",91589,savigny-sur-orge
Aucun enfant,4492,"44,0",4626,"45,8",4316,"42,1",91589,savigny-sur-orge
1 enfant,2373,"23,2",2317,"22,9",2414,"23,5",91589,savigny-sur-orge
2 enfants,2416,"23,7",2125,"21,0",2273,"22,2",91589,savigny-sur-orge
3 enfants,690,"6,8",755,"7,5",931,"9,1",91589,savigny-sur-orge
4 enfants ou plus,242,"2,4",282,"2,8",318,"3,1",91589,savigny-sur-orge
Ensemble,7315,"100,0",8268,"100,0",8302,"100,0",91657,vigneux-sur-seine
Aucun enfant,2717,"37,1",2981,"36,1",2921,"35,2",91657,vigneux-sur-seine
1 enfant,1760,"24,1",2070,"25,0",1973,"23,8",91657,vigneux-sur-seine
2 enfants,1691,"23,1",1941,"23,5",2004,"24,1",91657,vigneux-sur-seine
3 enfants,790,"10,8",822,"9,9",929,"11,2",91657,vigneux-sur-seine
4 enfants ou plus,357,"4,9",455,"5,5",475,"5,7",91657,vigneux-sur-seine
Ensemble,8728,"100,0",8146,"100,0",8125,"100,0",91687,viry-chatillon
Aucun enfant,3580,"41,0",3262,"40,0",3145,"38,7",91687,viry-chatillon
1 enfant,2269,"26,0",1914,"23,5",2017,"24,8",91687,viry-chatillon
2 enfants,1872,"21,4",1858,"22,8",1713,"21,1",91687,viry-chatillon
3 enfants,744,"8,5",767,"9,4",854,"10,5",91687,viry-chatillon
4 enfants ou plus,264,"3,0",345,"4,2",396,"4,9",91687,viry-chatillon
Ensemble,8370,"100,0",8362,"100,0",8134,"100,0",91691,yerres
Aucun enfant,3579,"42,8",3605,"43,1",3471,"42,7",91691,yerres
1 enfant,2144,"25,6",2039,"24,4",2043,"25,1",91691,yerres
2 enfants,2043,"24,4",2087,"25,0",1866,"22,9",91691,yerres
3 enfants,460,"5,5",505,"6,0",596,"7,3",91691,yerres
4 enfants ou plus,144,"1,7",126,"1,5",158,"1,9",91691,yerres
Ensemble,6468,"100,0",6402,"100,0",6541,"100,0",91692,les-ulis
Aucun enfant,2036,"31,5",2135,"33,4",2426,"37,1",91692,les-ulis
1 enfant,1798,"27,8",1683,"26,3",1604,"24,5",91692,les-ulis
2 enfants,1590,"24,6",1532,"23,9",1431,"21,9",91692,les-ulis
3 enfants,709,"11,0",648,"10,1",748,"11,4",91692,les-ulis
4 enfants ou plus,335,"5,2",403,"6,3",331,"5,1",91692,les-ulis
Ensemble,16553,"100,0",17037,"100,0",17302,"100,0",92002,antony
Aucun enfant,7253,"43,8",7689,"45,1",7712,"44,6",92002,antony
1 enfant,3780,"22,8",3935,"23,1",4044,"23,4",92002,antony
2 enfants,3742,"22,6",3786,"22,2",3913,"22,6",92002,antony
3 enfants,1367,"8,3",1312,"7,7",1274,"7,4",92002,antony
4 enfants ou plus,412,"2,5",314,"1,8",358,"2,1",92002,antony
Ensemble,21160,"100,0",21682,"100,0",23159,"100,0",92004,asnieres-sur-seine
Aucun enfant,8103,"38,3",8418,"38,8",9278,"40,1",92004,asnieres-sur-seine
1 enfant,5769,"27,3",5727,"26,4",5973,"25,8",92004,asnieres-sur-seine
2 enfants,4799,"22,7",4931,"22,7",5122,"22,1",92004,asnieres-sur-seine
3 enfants,1825,"8,6",1962,"9,1",1951,"8,4",92004,asnieres-sur-seine
4 enfants ou plus,664,"3,1",643,"3,0",835,"3,6",92004,asnieres-sur-seine
Ensemble,9574,"100,0",9960,"100,0",11348,"100,0",92007,bagneux
Aucun enfant,3559,"37,2",3465,"34,8",4291,"37,8",92007,bagneux
1 enfant,2632,"27,5",2885,"29,0",3112,"27,4",92007,bagneux
2 enfants,2093,"21,9",2278,"22,9",2128,"18,7",92007,bagneux
3 enfants,867,"9,1",1002,"10,1",1262,"11,1",92007,bagneux
4 enfants ou plus,423,"4,4",330,"3,3",555,"4,9",92007,bagneux
Ensemble,7795,"100,0",7440,"100,0",7627,"100,0",92009,bois-colombes
Aucun enfant,3020,"38,7",3103,"41,7",2950,"38,7",92009,bois-colombes
1 enfant,2113,"27,1",1798,"24,2",1925,"25,2",92009,bois-colombes
2 enfants,1855,"23,8",1773,"23,8",2026,"26,6",92009,bois-colombes
3 enfants,627,"8,0",603,"8,1",560,"7,3",92009,bois-colombes
4 enfants ou plus,179,"2,3",164,"2,2",166,"2,2",92009,bois-colombes
Ensemble,28872,"100,0",29521,"100,0",30391,"100,0",92012,boulogne-billancourt
Aucun enfant,13195,"45,7",13554,"45,9",13857,"45,6",92012,boulogne-billancourt
1 enfant,7007,"24,3",7261,"24,6",7660,"25,2",92012,boulogne-billancourt
2 enfants,6157,"21,3",6168,"20,9",6419,"21,1",92012,boulogne-billancourt
3 enfants,2023,"7,0",1998,"6,8",2007,"6,6",92012,boulogne-billancourt
4 enfants ou plus,491,"1,7",540,"1,8",449,"1,5",92012,boulogne-billancourt
Ensemble,5346,"100,0",5454,"100,0",5658,"100,0",92014,bourg-la-reine
Aucun enfant,2435,"45,5",2568,"47,1",2528,"44,7",92014,bourg-la-reine
1 enfant,1363,"25,5",1240,"22,7",1222,"21,6",92014,bourg-la-reine
2 enfants,1037,"19,4",1105,"20,3",1342,"23,7",92014,bourg-la-reine
3 enfants,411,"7,7",443,"8,1",444,"7,9",92014,bourg-la-reine
4 enfants ou plus,99,"1,9",98,"1,8",122,"2,2",92014,bourg-la-reine
Ensemble,8199,"100,0",8564,"100,0",9425,"100,0",92019,chatenay-malabry
Aucun enfant,3146,"38,4",3449,"40,3",4019,"42,6",92019,chatenay-malabry
1 enfant,2247,"27,4",2160,"25,2",2369,"25,1",92019,chatenay-malabry
2 enfants,1950,"23,8",2069,"24,2",2057,"21,8",92019,chatenay-malabry
3 enfants,653,"8,0",715,"8,3",747,"7,9",92019,chatenay-malabry
4 enfants ou plus,203,"2,5",172,"2,0",233,"2,5",92019,chatenay-malabry
Ensemble,8782,"100,0",9812,"100,0",9661,"100,0",92020,chatillon
Aucun enfant,3684,"41,9",3818,"38,9",4233,"43,8",92020,chatillon
1 enfant,2302,"26,2",2655,"27,1",2628,"27,2",92020,chatillon
2 enfants,2119,"24,1",2538,"25,9",2056,"21,3",92020,chatillon
3 enfants,578,"6,6",671,"6,8",548,"5,7",92020,chatillon
4 enfants ou plus,100,"1,1",129,"1,3",196,"2,0",92020,chatillon
Ensemble,14134,"100,0",14310,"100,0",14429,"100,0",92023,clamart
Aucun enfant,5840,"41,3",5919,"41,4",6091,"42,2",92023,clamart
1 enfant,3467,"24,5",3655,"25,5",3428,"23,8",92023,clamart
2 enfants,3389,"24,0",3284,"22,9",3376,"23,4",92023,clamart
3 enfants,1088,"7,7",1172,"8,2",1204,"8,3",92023,clamart
4 enfants ou plus,350,"2,5",280,"2,0",331,"2,3",92023,clamart
Ensemble,14263,"100,0",14810,"100,0",15946,"100,0",92024,clichy
Aucun enfant,5543,"38,9",5882,"39,7",6299,"39,5",92024,clichy
1 enfant,4230,"29,7",4118,"27,8",4476,"28,1",92024,clichy
2 enfants,2997,"21,0",3212,"21,7",3297,"20,7",92024,clichy
3 enfants,1059,"7,4",1197,"8,1",1340,"8,4",92024,clichy
4 enfants ou plus,434,"3,0",401,"2,7",534,"3,3",92024,clichy
Ensemble,21722,"100,0",21614,"100,0",22796,"100,0",92025,colombes
Aucun enfant,7697,"35,4",7639,"35,3",8061,"35,4",92025,colombes
1 enfant,5627,"25,9",5573,"25,8",6017,"26,4",92025,colombes
2 enfants,5267,"24,2",5305,"24,5",5509,"24,2",92025,colombes
3 enfants,2297,"10,6",2259,"10,4",2223,"9,8",92025,colombes
4 enfants ou plus,835,"3,8",839,"3,9",986,"4,3",92025,colombes
Ensemble,22505,"100,0",21294,"100,0",21029,"100,0",92026,courbevoie
Aucun enfant,9453,"42,0",8767,"41,2",9135,"43,4",92026,courbevoie
1 enfant,5976,"26,6",5702,"26,8",5416,"25,8",92026,courbevoie
2 enfants,5060,"22,5",4975,"23,4",4869,"23,2",92026,courbevoie
3 enfants,1623,"7,2",1417,"6,7",1258,"6,0",92026,courbevoie
4 enfants ou plus,392,"1,7",433,"2,0",350,"1,7",92026,courbevoie
Ensemble,6096,"100,0",6237,"100,0",6078,"100,0",92032,fontenay-aux-roses
Aucun enfant,2463,"40,4",2529,"40,6",2342,"38,5",92032,fontenay-aux-roses
1 enfant,1665,"27,3",1516,"24,3",1491,"24,5",92032,fontenay-aux-roses
2 enfants,1454,"23,8",1477,"23,7",1557,"25,6",92032,fontenay-aux-roses
3 enfants,409,"6,7",534,"8,6",492,"8,1",92032,fontenay-aux-roses
4 enfants ou plus,105,"1,7",181,"2,9",197,"3,2",92032,fontenay-aux-roses
Ensemble,7236,"100,0",7891,"100,0",8032,"100,0",92035,la-garenne-colombes
Aucun enfant,2915,"40,3",3126,"39,6",3318,"41,3",92035,la-garenne-colombes
1 enfant,2016,"27,9",2176,"27,6",2172,"27,0",92035,la-garenne-colombes
2 enfants,1650,"22,8",1926,"24,4",1888,"23,5",92035,la-garenne-colombes
3 enfants,519,"7,2",519,"6,6",514,"6,4",92035,la-garenne-colombes
4 enfants ou plus,135,"1,9",144,"1,8",140,"1,7",92035,la-garenne-colombes
Ensemble,10040,"100,0",10819,"100,0",12112,"100,0",92036,gennevilliers
Aucun enfant,3573,"35,6",3883,"35,9",4063,"33,5",92036,gennevilliers
1 enfant,2761,"27,5",2659,"24,6",2951,"24,4",92036,gennevilliers
2 enfants,2009,"20,0",2290,"21,2",2663,"22,0",92036,gennevilliers
3 enfants,1208,"12,0",1406,"13,0",1642,"13,6",92036,gennevilliers
4 enfants ou plus,489,"4,9",581,"5,4",794,"6,6",92036,gennevilliers
Ensemble,16491,"100,0",17904,"100,0",17724,"100,0",92040,issy-les-moulineaux
Aucun enfant,6834,"41,4",7590,"42,4",7701,"43,4",92040,issy-les-moulineaux
1 enfant,4399,"26,7",4875,"27,2",4478,"25,3",92040,issy-les-moulineaux
2 enfants,3808,"23,1",3978,"22,2",4140,"23,4",92040,issy-les-moulineaux
3 enfants,1162,"7,0",1170,"6,5",1166,"6,6",92040,issy-les-moulineaux
4 enfants ou plus,287,"1,7",292,"1,6",239,"1,3",92040,issy-les-moulineaux
Ensemble,16376,"100,0",16475,"100,0",17448,"100,0",92044,levallois-perret
Aucun enfant,7111,"43,4",6890,"41,8",7365,"42,2",92044,levallois-perret
1 enfant,4238,"25,9",4410,"26,8",4326,"24,8",92044,levallois-perret
2 enfants,3623,"22,1",3784,"23,0",4103,"23,5",92044,levallois-perret
3 enfants,1171,"7,2",1155,"7,0",1360,"7,8",92044,levallois-perret
4 enfants ou plus,232,"1,4",235,"1,4",294,"1,7",92044,levallois-perret
Ensemble,7924,"100,0",7741,"100,0",7639,"100,0",92046,malakoff
Aucun enfant,3236,"40,8",3269,"42,2",3243,"42,5",92046,malakoff
1 enfant,2191,"27,7",2220,"28,7",2090,"27,4",92046,malakoff
2 enfants,1739,"22,0",1551,"20,0",1620,"21,2",92046,malakoff
3 enfants,580,"7,3",553,"7,1",535,"7,0",92046,malakoff
4 enfants ou plus,177,"2,2",147,"1,9",151,"2,0",92046,malakoff
